,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
6868,Syn Cole,Gizmo,191612,2021-03-28 19:07:00,0.788,0.793,7,-3.568,1,0.0336,0.231,0.246,0.106,0.752,124.039,1cOnkjatYqopUe2Ka9fjOo,4
6882,Cheat Codes,Who's Got Your Love,157000,2021-03-28 19:56:00,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,5EpR6BqAnwR9PPl6sIrzGy,4
6884,Alok,All The Lies,179456,2021-03-28 20:02:00,0.432,0.895,1,-4.047,1,0.0726,0.000135,1.45e-05,0.173,0.324,89.999,0Tz5CkTKOOpFP7DMmYmNRU,4
6885,Zedd,Funny,221465,2021-03-28 20:06:00,0.893,0.537,7,-9.594,1,0.0779,0.0113,0.00271,0.0707,0.969,139.056,3p2Mn6QOSV1UzA59OSUm8h,4
6886,Martin Jensen,Somebody I'm Not,167726,2021-03-28 20:10:00,0.718,0.725,9,-5.409,1,0.0519,0.153,0.0,0.32,0.65,100.044,60dLzTKOP5Q37wThC9VVjB,4
6887,NOTD,Keep You Mine,174760,2021-03-28 20:13:00,0.81,0.788,10,-3.663,1,0.0447,0.267,0.000172,0.196,0.845,135.991,0OJN2A3Qyvd7pwSF0AIteC,4
6889,Loud Luxury,Body On My,192506,2021-03-28 20:24:00,0.744,0.726,1,-4.675,1,0.0463,0.0399,0.0,0.374,0.687,121.985,6e0CvGZf7CouOpYF8toXHC,4
6891,Zedd,Happy Now,207029,2021-03-28 20:30:00,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,4keoy2fqgwGnbWlm3ZVZFa,3
6892,Jonas Blue,Polaroid,193377,2021-03-28 20:38:00,0.423,0.603,1,-6.832,1,0.0494,0.516,1.86e-06,0.238,0.258,155.207,6Ng999MKVY9ikd8FtGaNnz,4
6893,K-391,End of Time,187560,2021-03-28 20:41:00,0.81,0.7,4,-5.664,0,0.0399,0.267,6.69e-05,0.137,0.193,116.019,67O8CWXxPsfz8orZVGMQwf,4
6895,Sam Feldt,2 Hearts (feat. Gia Koka),186750,2021-03-28 20:56:00,0.503,0.754,7,-3.634,1,0.0424,0.264,5.85e-05,0.297,0.597,116.524,0EdgK7ASb4kfRkW8pVMN02,4
6896,Borgeous,Make Me Yours,195239,2021-03-28 21:00:00,0.715,0.491,3,-8.126,1,0.0322,0.48,1.19e-05,0.124,0.875,107.941,2u0TWxcEOhIwSzyIAwxdIs,4
6900,Kaivon,Whole Life,36041,2021-03-29 12:56:00,0.603,0.917,4,-2.212,0,0.0345,0.0152,0.0,0.355,0.115,123.9,2Moi3FKkLO1SZX233seKjr,4
6901,Raaban,Bad Boy (feat. Luana Kiara),190673,2021-03-29 12:59:00,0.644,0.892,0,-1.1,0,0.0567,0.13,0.000113,0.0893,0.767,180.044,64p6ua7zpf66s62StC2QLv,4
6902,Nicky Romero,Into The Light,191250,2021-03-29 13:02:00,0.173,0.233,0,-13.509,0,0.035,0.785,0.978,0.104,0.0522,64.685,56ip230HpH0onzY1mgiaa0,4
6903,Thomas Gold,Wildest Dream,187510,2021-03-29 13:06:00,0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056,59HjlYCeBsxdI0fcm3zglw,4
6906,DEAMN,By My Side,171743,2021-03-29 13:16:00,0.786,0.546,10,-5.985,0,0.0554,0.0984,3.87e-05,0.11,0.329,83.998,30GF7z35HmF4dcKROBifvb,4
6907,Alesso,THE END,206308,2021-03-30 06:30:00,0.631,0.741,10,-5.036,1,0.0332,0.0444,1.21e-06,0.355,0.688,128.017,1u8esuXKqxbKsleihNp7wo,4
6908,Kevin Silvester,You Don't Know Me,239297,2021-03-30 06:34:00,0.877,0.658,11,-6.055,0,0.132,0.163,0.0,0.108,0.693,123.999,1rFMYAZxBoAKSzXI54brMu,4
6914,2 Chainz,We Own It (Fast & Furious),227893,2021-03-30 06:58:00,0.556,0.899,8,-4.573,1,0.407,0.0517,0.0,0.0569,0.562,172.078,00QyLmjxaSEE8qIZQjBXBj,4
6915,Imagine Dragons,Whatever It Takes,7349,2021-03-30 06:59:00,0.672,0.655,10,-5.021,0,0.031,0.0362,0.0,0.117,0.555,134.948,6Qn5zhYkTa37e91HC1D7lb,4
6916,Flo Rida,Club Can't Handle Me (feat. David Guetta),119170,2021-03-30 07:01:00,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,6ebkx7Q5tTxrCxKq4GYj0Y,4
6918,G-Eazy,No Limit,71400,2021-03-30 07:04:00,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,2DQ1ITjI0YoLFzuADN1ZBW,4
6919,Emiway Bantai,GRIND,67000,2021-03-30 07:05:00,0.677,0.732,1,-6.86,1,0.171,0.194,0.0,0.0907,0.32,110.085,3m6HMeFX6GIlGPMBcLEN6t,4
6920,Travis Scott,SICKO MODE,167630,2021-03-30 07:08:00,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,2xLMifQCjDGFmkHkpNLD9h,4
6921,Kodak Black,Roll in Peace (feat. XXXTENTACION),41680,2021-03-30 07:08:00,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,40oKW22ZNNkEdZLJTScaQI,4
6922,Sheppard,"Geronimo - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack",217653,2021-03-30 07:12:00,0.704,0.763,7,-6.343,1,0.0818,0.378,0.002,0.138,0.468,142.037,2bCBowfjQbsT6jXEqpGqDx,4
6923,Phillip Phillips,"Gone, Gone, Gone",209693,2021-03-30 07:19:00,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.006,56sxN1yKg1dgOZXBcAHkJG,4
6924,OneRepublic,I Lived,234546,2021-03-30 07:23:00,0.598,0.854,9,-5.429,1,0.0436,0.0746,0.0,0.278,0.311,119.976,7D49Iig0avHre9RFSUMkd2,4
6927,American Authors,Go Big Or Go Home,71170,2021-03-30 07:30:00,0.665,0.875,1,-4.272,1,0.0426,0.00939,0.0,0.0897,0.66,122.008,1obisQNOcikRvTdStbW3pG,4
6928,Pitbull,So Sorry,66130,2021-03-30 07:31:00,0.524,0.679,2,-6.01,0,0.0565,0.131,0.0,0.201,0.37,142.588,4o74y4XY1ypNZkZtZkK8Wi,4
6930,Kesha,Here Comes the Change (Live from the Village),170355,2021-03-30 07:37:00,0.406,0.164,7,-9.11,1,0.031,0.818,0.0,0.0966,0.207,93.963,4fb4ltdNDEXujfE7EGfqxj,1
6931,Kesha,High Road,139530,2021-03-30 07:40:00,0.614,0.743,6,-5.046,1,0.0313,0.0839,0.0,0.107,0.623,138.077,1Jhq8oox38ITo7S7n6ulmu,4
6932,Kesha,My Own Dance,1570,2021-03-30 07:40:00,0.836,0.725,11,-5.367,0,0.103,0.0771,0.0,0.0367,0.443,102.026,1JWQRZr8rlmTAb74rFBUO5,4
6933,Kesha,Raising Hell (feat. Big Freedia),95380,2021-03-30 07:41:00,0.69,0.864,1,-4.769,0,0.128,0.00142,6.81e-05,0.0681,0.313,114.975,14wPnCr1Z8CIHBVpnpcTVt,4
6935,Flo Rida,Hola (feat. Maluma),192376,2021-03-30 07:49:00,0.757,0.711,8,-5.693,1,0.0769,0.0207,3.04e-05,0.11,0.649,113.026,6ayTAnEwP3Yo4DOjLsN5r2,4
6936,Usher,Scream,234693,2021-03-30 07:53:00,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,12eMQUn2GzfsfsQLH53M19,4
6938,will.i.am,Reach For The Stars,125230,2021-03-30 07:57:00,0.445,0.978,2,-4.946,1,0.0896,8.66e-05,0.0,0.291,0.612,101.566,7apcnerZJaEWx3zJNLhWGt,4
6940,will.i.am,Feelin' Myself,253546,2021-03-30 08:02:00,0.831,0.573,0,-6.515,0,0.0593,0.0435,5.22e-05,0.26,0.674,99.979,4pOwXHMGYZbsXQMhYnetHG,4
6941,will.i.am,Gettin' Dumb,57957,2021-03-30 08:04:00,0.652,0.704,7,-4.589,1,0.0483,0.014,5.14e-05,0.261,0.357,130.03,1fAOphVtKUbmTk3u5e9w4P,4
6944,MAGIC!,Let Your Hair Down,265693,2021-03-30 08:15:00,0.649,0.592,10,-6.924,1,0.0497,0.0934,0.000529,0.182,0.466,148.01,0uQSHrFDVtbQyxNFCwm1EC,4
6945,Charlie Puth,Attention,1570,2021-03-30 08:21:00,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,5cF0dROlMOK5uNZtivgu50,4
6948,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",174800,2021-03-30 08:24:00,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,5Gu0PDLN4YJeW75PpBSg9p,4
6952,Tiësto,Wasted,190013,2021-03-30 08:41:00,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,1a7WZZZH7LzyvorhpOJFTe,4
6953,Afrojack,The Spark,240893,2021-03-30 08:45:00,0.841,0.864,6,-4.437,0,0.237,0.0531,5.75e-06,0.204,0.647,173.931,0bhnFakmRioZbuQcmhVwoH,4
6954,Calvin Harris,Outside (feat. Ellie Goulding),227266,2021-03-30 08:49:00,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,7MmG8p0F9N3C4AXdK6o6Eb,4
6955,Kygo,Firestone,271640,2021-03-30 08:57:00,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,1I8tHoNBFTuoJAlh4hfVVE,4
6956,Zedd,I Want You To Know,10310,2021-03-30 12:30:00,0.579,0.846,9,-2.876,0,0.0574,0.00537,6.88e-06,0.145,0.367,129.999,1JDIArrcepzWDTAWXdGYmP,4
6962,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,2021-03-30 13:18:00,0.689,0.789,1,-4.901,1,0.122,0.154,0.0,0.203,0.745,98.043,6kex4EBAj0WHXDKZMEJaaF,4
6963,Jason Derulo,Too Hot,158053,2021-03-30 13:22:00,0.917,0.507,2,-4.208,0,0.415,0.325,0.0,0.269,0.23,120.013,3RceLAxBxCr8HihEVC24K9,4
6964,Jason Derulo,If I'm Lucky,212013,2021-03-30 13:25:00,0.521,0.421,7,-9.503,1,0.0324,0.638,0.0,0.0874,0.562,153.082,6fEonsnOM8IiqFDuiqukMc,4
6965,Jason Derulo,Talk with Your Body,188750,2021-03-30 13:28:00,0.793,0.76,0,-3.704,0,0.124,0.112,0.0,0.267,0.819,102.989,7yPcAO4F6ozQi6lTi3n3Ai,4
6969,Alok,Don't Cry For Me (with Jason Derulo),155769,2021-03-30 13:39:00,0.69,0.587,1,-6.53,0,0.0466,0.105,0.0,0.102,0.278,104.046,0FLwo3U1NrjocfK2FDisrX,4
6972,Tiësto,Red Lights,137525,2021-03-31 14:11:00,0.707,0.74,11,-4.311,0,0.0509,0.179,0.0,0.612,0.336,127.974,0LatE4S9UtCDwIdGQsFFKL,4
6974,Jason Derulo,Coño,6240,2021-03-31 17:58:00,0.899,0.528,9,-5.442,1,0.181,0.000554,0.0101,0.105,0.456,100.037,5DV4ZSCqbFv74ui3ZhimXo,4
6977,Alesso,Heroes (we could be),210013,2021-03-31 18:09:00,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896,3zU9rdflI65tK4dkkNSp77,4
6979,Dermot Kennedy,Giants - Sam Feldt Remix,151500,2021-03-31 18:15:00,0.684,0.764,6,-7.133,1,0.0478,0.0237,6.5e-05,0.131,0.583,107.928,4LEDS5UFnceC7u5B6K0D9A,4
6980,Silk City,Electricity (with Dua Lipa),238173,2021-03-31 18:19:00,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,5N4erncE7kuUccm7zEmwzk,4
6981,DEAMN,Fight,184918,2021-03-31 18:23:00,0.716,0.946,1,-3.412,1,0.261,0.094,6.63e-05,0.0825,0.587,139.943,6KigD0mlF4VGDYiSEzAyYw,4
6982,Kesha,Animal - Dave Aude Remix,276933,2021-03-31 18:27:00,0.593,0.839,11,-5.883,0,0.0601,2.64e-05,0.00205,0.106,0.632,130.051,6aMPM4eBKqLFFhwZYo68sf,4
6983,Khalid,Talk - Alle Farben Remix,167990,2021-03-31 18:30:00,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,0.489,126.015,06BrHnTVDOydsfg0LZ6mQb,4
6986,MureKian,Save The Rave,217202,2021-03-31 18:41:00,0.425,0.926,8,-3.269,0,0.114,0.0146,1.62e-05,0.161,0.376,150.038,1AVT4LSF2wd7kAzzB13aVs,4
6989,Kiiara,Open My Mouth,155467,2021-03-31 18:50:00,0.755,0.565,0,-9.76,0,0.0662,0.0651,3.46e-06,0.135,0.432,101.063,35d7zEy4yKgQwrmlCy69YB,4
6991,Tom & Jame,Alright Don't Stop,139416,2021-03-31 18:59:00,0.813,0.839,1,-4.54,1,0.0717,0.057,0.00864,0.141,0.626,126.02,4RCq9uVZHsjMuEDveB5bXj,4
6992,Solve,The Missing Babysitter (Part 1),1123100,2021-04-01 08:12:00,0.709,0.0635,10,-22.239,1,0.93,0.614,0.0,0.176,0.241,130.717,1deALy7eIiZSgef6xyeICq,5
6993,Solve,The Missing Babysitter (Part 2),985810,2021-04-01 08:29:00,0.738,0.226,11,-22.5,0,0.939,0.182,0.0,0.112,0.636,94.254,1Gz2RBagWxkXblp0ERXiLj,4
6994,Solve,The Missing Babysitter (Part 3),1279440,2021-04-01 12:24:00,0.709,0.0635,10,-22.239,1,0.93,0.614,0.0,0.176,0.241,130.717,1deALy7eIiZSgef6xyeICq,5
6995,Alan Walker,Sorry,165000,2021-04-01 12:30:00,0.655,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.409,99.947,09CtPGIpYB4BrO8qb1RGsF,4
6996,James Mercy,Learn To Love Again,211051,2021-04-01 12:34:00,0.778,0.547,2,-7.273,1,0.0489,0.344,0.000306,0.132,0.442,95.0,1mKXFLRA179hdOWQBwUk9e,4
6997,teamwork.,Wasted Summer,169386,2021-04-01 12:37:00,0.633,0.643,0,-8.122,1,0.0252,0.106,0.00831,0.78,0.472,103.842,43MifzVnh8W3jJN0xqU9jR,4
7000,OMI,Color Of My Lips (feat. Busy Signal) - Santa Rosa Remix,210536,2021-04-01 12:48:00,0.783,0.877,8,-4.408,1,0.0526,0.254,0.0,0.0784,0.967,126.038,3J9kl71k728LALeF9are4w,4
7001,Mercer,Your Love,60137,2021-04-01 12:49:00,0.554,0.686,4,-10.976,1,0.0632,0.0504,0.0,0.0702,0.58,129.618,4L2hHV6U6LlQoNlxriQiBW,4
7003,Bingo Players,Chop - Oomloud Refix,32841,2021-04-01 12:52:00,0.775,0.961,11,-4.703,0,0.0625,0.00121,0.765,0.0699,0.336,126.044,1i5DCyqyCB0IAPKtzq1iK5,4
7004,OMI,Party Like It's Your Birthday,219190,2021-04-01 13:00:00,0.904,0.72,6,-2.776,0,0.348,0.259,0.0,0.0749,0.805,90.062,4RY96Asd9IefaL3X4LOLZ8,4
7005,DEAMN,What Are You Waiting For,180033,2021-04-01 13:03:00,0.619,0.776,6,-4.481,1,0.0498,0.0529,0.0,0.163,0.504,91.007,1PILWAtGLdG772MCA51sZ6,4
7006,Showtek,Booyah 2018 Remixes (feat. We Are Loud & Sonny Wilson) - Breathe Carolina Remix,147717,2021-04-01 13:06:00,0.565,0.963,3,-1.5,0,0.0551,0.0092,0.00261,0.351,0.583,128.009,55Yq2zMgu5UkVslZFgygWS,4
7008,David Penn,The Power,192500,2021-04-01 13:13:00,0.833,0.704,7,-6.354,1,0.13,0.00879,0.0,0.155,0.517,132.077,2cF2KO5fdHfoUBo4DAxO7L,4
7012,Afrojack,Ten Feet Tall,112187,2021-04-01 13:31:00,0.545,0.497,11,-10.768,0,0.036,0.329,0.00369,0.186,0.82,154.235,3ALem2cU9XKuWT4CLAeDMK,4
7013,DEAMN,Summer Love,204368,2021-04-02 06:43:00,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,1MBM7CyZbwJpVbbZJnHHRg,4
7014,DEAMN,Save Me,184918,2021-04-02 06:47:00,0.677,0.404,0,-9.552,1,0.027,0.653,0.0,0.249,0.355,83.087,1rnYNAJPAb586NhetosdNW,3
7015,ILLENIUM,Nightlight,222400,2021-04-02 06:51:00,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,06kxa3al7bUqRRo5nAFduZ,4
7016,CID,Downstairs (feat. Jaquell),64407,2021-04-02 06:52:00,0.748,0.97,1,-2.849,0,0.0463,0.00224,0.25,0.314,0.756,125.99,3c7P6aEGW93f44hyXa85Nt,4
7017,Oliver Heldens,Details (feat. Boy Matthews),156912,2021-04-02 06:55:00,0.751,0.714,2,-6.502,0,0.0379,0.0259,0.000504,0.0508,0.529,120.007,5fYN8kPYyAWWJUBX57vmXb,4
7018,Sam Feldt,Post Malone (feat. RANI) - GATTÜSO Remix,207619,2021-04-02 06:58:00,0.542,0.903,4,-2.419,0,0.0434,0.0335,4.83e-06,0.111,0.367,127.936,6b1RNvAcJjQH73eZO4BLAB,4
7019,MitiS,Mercy,72855,2021-04-02 07:00:00,0.554,0.662,11,-4.957,0,0.0821,0.126,0.0,0.111,0.338,148.122,0AS63m1wHv9n4VVRizK6Hc,4
7020,My Buddy Mike,Hollow (feat. Sabelle),24568,2021-04-02 07:00:00,0.688,0.662,1,-7.161,1,0.0319,0.0125,0.0,0.188,0.367,99.978,7p0nLpkKaAeebJ1SIP46HM,4
7025,Tungevaag,Samsara (feat. Emila),30151,2021-04-02 14:30:00,0.489,0.641,11,-7.011,0,0.032,0.00598,0.0201,0.122,0.587,108.901,04xLp87480JkyiHIiWgj8I,4
7026,Robin Schulz,One More Time (feat. Alida) - Quarterhead Remix,162580,2021-04-02 14:41:00,0.619,0.804,0,-6.881,0,0.0576,0.000362,0.0108,0.193,0.507,123.911,0lXMcNaciFJJgiL88LniCe,4
7027,Robin Schulz,Make Me Feel the Night (feat. Tyler James Bellinger),217220,2021-04-02 14:44:00,0.651,0.869,7,-6.048,1,0.0926,0.015,0.000285,0.0649,0.162,124.03,6bD3KNRkjhLJUf1qjUAAP0,4
7030,AronChupa,Rave in the Grave,162732,2021-04-02 14:56:00,0.734,0.878,1,-2.172,1,0.0396,0.000266,0.0,0.0973,0.297,86.03,3R1bUwe5mTclpush3T5P0a,4
7031,AronChupa,(Don't Fight It) Feel It - AronChupa Edit [La Vida Nuestra Soundtrack],157090,2021-04-02 14:58:00,0.668,0.824,0,-5.195,1,0.115,0.324,0.0,0.224,0.64,110.121,5jj5pTlalYcxW4BeAHuDLl,4
7032,AronChupa,Llama In My Living Room,181885,2021-04-02 15:04:00,0.773,0.654,5,-7.796,0,0.284,0.53,0.0,0.109,0.607,128.989,5OYUtKjALXnNjXRwTVStCK,4
7034,AronChupa,What Was in That Glass,194676,2021-04-02 15:11:00,0.709,0.813,6,-6.918,0,0.153,0.0545,0.01,0.386,0.438,133.017,1r9ecngPLiwB5J06DWH4Ts,4
7036,Vigiland,UFO - Radio Edit,144389,2021-04-02 15:24:00,0.839,0.808,5,-7.005,1,0.114,0.107,0.747,0.186,0.181,128.068,7azVJ6AgvPLOum1tppactO,4
7038,AronChupa,I'm an Albatraoz,166848,2021-04-02 15:31:00,0.883,0.817,0,-5.414,1,0.235,0.601,0.00449,0.11,0.595,128.078,5MhsZlmKJG6X5kTHkdwC4B,4
7039,VIZE,Never Let Me Down,153148,2021-04-02 15:33:00,0.459,0.816,11,-4.872,0,0.403,0.423,0.0,0.169,0.643,80.293,34j4OxJxKznBs88cjSL2j9,4
7040,DJ Antoine,Ma Chérie - DJ Antoine & Mad Mark 2K12 Radio Edit,191090,2021-04-02 15:37:00,0.749,0.589,8,-5.032,1,0.26,0.0279,0.000217,0.0396,0.814,128.003,5fIAjqccF1OqzMnLOweoDo,4
7044,Robinson,Nothing to Regret,2940,2021-04-02 18:32:00,0.697,0.521,5,-6.519,1,0.031,0.243,0.0,0.189,0.331,91.998,3C2xQqHVkhA1Ht17SzPRke,4
7045,Axel Johansson,Next To Me (feat. Tina Stachowiak),17075,2021-04-02 18:32:00,0.447,0.596,8,-6.724,1,0.0587,0.156,2.14e-06,0.128,0.263,176.024,0jvqmWRCyv7xnxqrtinbHJ,4
7046,OMI,Sing It Out Loud - Freddy Verano Remix,221151,2021-04-02 18:41:00,0.668,0.789,11,-4.862,0,0.0549,0.0257,0.0,0.221,0.504,123.999,4E2xcRsa66hiEdZyx5MF0p,4
7047,Macklemore,Good Old Days (feat. Kesha),240506,2021-04-02 18:45:00,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,2Za1AlJNvksouPPWbXpR2X,4
7048,JP Cooper,The Reason Why,186080,2021-04-02 18:49:00,0.453,0.599,2,-5.667,1,0.0257,0.259,0.196,0.132,0.202,138.036,4OTwltj2jymfgKOQBnCRw6,4
7049,OMI,Roller Coaster,196301,2021-04-02 18:52:00,0.603,0.79,8,-4.461,1,0.0355,0.026,7.25e-05,0.162,0.282,108.008,5r00wpsojd4mBYaQFDvni7,4
7050,Kid Ink,Show Me (feat. Chris Brown),217800,2021-04-02 18:56:00,0.711,0.508,7,-7.299,1,0.0502,0.0355,0.0,0.141,0.663,98.098,4q6dqyGM25sKFU8nYAGRe4,4
7051,OMI,Hula Hoop (feat. Machel Montano) - Precision Soca Remix,243678,2021-04-02 19:00:00,0.429,0.919,1,-3.535,1,0.182,0.0716,1.46e-06,0.0892,0.544,185.986,5DY6XpFBbMpedGudvgNZCY,3
7063,Solve,Amnesia (Part 2),465180,2021-04-05 16:15:00,0.818,0.638,11,-6.926,0,0.225,0.00673,0.0,0.495,0.783,112.753,2CRXFBkRh0V7FZL5kuiqdO,4
7064,Solve,Amnesia (Part 3),1376070,2021-04-05 16:58:00,0.425,0.557,11,-8.845,1,0.161,0.616,0.0,0.323,0.447,130.923,33EPuIJQwfcm82vhTGJXyj,4
7067,Tritonal,Long Way Home,214153,2021-04-06 08:01:00,0.835,0.568,9,-10.604,0,0.0912,0.539,1.01e-05,0.27,0.616,142.039,4EdmPe0XMRaqVObQ6BuvXc,4
7069,Cacti,Believing In You (SLCT Remix),59550,2021-04-06 08:05:00,0.574,0.595,2,-9.155,1,0.0383,0.0432,0.00664,0.143,0.419,137.919,729IGbaakhpRabhk5JEa8S,4
7071,Vigiland,Friday Night‬‬‬,173871,2021-04-06 08:17:00,0.732,0.668,1,-5.588,0,0.038,0.00113,2.5e-05,0.0775,0.0792,127.995,78zc6DT7A2ccehmIqef9mT,4
7072,Mike Williams,Wait For You (feat. Maia Wright),110156,2021-04-06 08:28:00,0.476,0.735,1,-4.166,0,0.0429,0.2,0.0,0.181,0.405,109.562,5Gv1lrNFnL3DhiMj3JOGaX,4
7075,Axel Johansson,The River,212210,2021-04-06 08:39:00,0.65,0.908,10,-5.062,0,0.0345,0.0951,0.0,0.347,0.75,123.996,3gQC0KTBXZeysuzRqMrfbD,4
7076,John De Sohn,Lovers For The Weekend,170946,2021-04-06 08:42:00,0.571,0.775,3,-8.608,1,0.0477,0.00527,8.99e-06,0.156,0.384,105.951,7FvfODgUxsxQNDaYDEboIL,4
7077,VINAI,Rise Up (feat. Vamero),182000,2021-04-06 09:42:00,0.648,0.927,1,-3.633,1,0.049,0.011,0.0,0.162,0.361,126.037,46lyJh9GYmWsHez3EsvmAx,4
7079,Tungevaag,Make You Happy (feat. Richard Smitt),151190,2021-04-06 09:52:00,0.635,0.718,9,-5.251,1,0.039,0.0244,1.1e-06,0.333,0.594,125.97,7MfNG9fOPVaCLfrTaJWpxR,4
7080,Hogland,Scars,199354,2021-04-06 11:08:00,0.417,0.524,10,-6.6,1,0.0326,0.048,0.0,0.103,0.152,75.266,72B1Omo2kmEst4YKO8vOB6,4
7081,Morgan Sulele,Helt Ærlig,168510,2021-04-06 11:11:00,0.64,0.864,10,-4.075,0,0.051,0.11,0.0,0.33,0.616,93.835,00NVYE5PrMpR1gVlC8zPZV,4
7082,Klaas,When We Were Still Young,180691,2021-04-06 11:14:00,0.73,0.833,9,-5.303,1,0.0587,0.261,0.000169,0.122,0.296,125.028,14VpDEKSX01feZ0Tt9kc7w,5
7083,Raaban,Take Me Away,196849,2021-04-06 11:18:00,0.544,0.793,4,-6.115,0,0.0467,0.0382,0.0,0.066,0.429,86.06,46DKKl6KAUKwnMUE9M86UY,4
7084,KAAZE,Erase You,209076,2021-04-06 11:22:00,0.705,0.609,3,-5.728,1,0.0729,0.694,0.0,0.234,0.718,140.058,4uhvMW7ly7tJil31YYscAN,4
7085,Tungevaag,Peru,147656,2021-04-06 11:24:00,0.956,0.417,7,-7.892,0,0.0926,0.572,0.00071,0.0782,0.714,108.015,3s1KwrLP0NlFWiWbjz6bfQ,4
7086,VINAI,On N On (feat. Leony),151935,2021-04-06 11:27:00,0.772,0.883,4,-4.494,1,0.0372,0.195,2.87e-05,0.347,0.557,124.078,53IKe69OlZPlrDyS98geFO,4
7088,Ummet Ozcan,Change My Heart,57255,2021-04-07 06:22:00,0.569,0.182,0,-15.627,1,0.028,0.783,0.00045,0.499,0.308,84.041,4Yg61Q6Q4kT2SGFcDEITyb,4
7089,Vigiland,Be Your Friend‬‬,101901,2021-04-07 06:24:00,0.6,0.754,0,-4.204,1,0.0488,0.0688,0.0,0.151,0.641,128.044,2mSIu1ZPo22Ihx3EwS4E6h,4
7092,Klaas,Ok Without You,170880,2021-04-07 06:37:00,0.665,0.787,6,-6.026,0,0.099,0.011,0.000428,0.539,0.252,124.989,7GvzyeeBMoDlC9OziuPMQQ,4
7093,Vigiland,We’re The Same‬‬,174064,2021-04-07 09:53:00,0.671,0.597,2,-7.891,1,0.0333,0.094,0.0,0.0881,0.363,125.973,4rJcxFOljjd2sqfgIjksTI,4
7095,KAAZE,Sweet Mistake,182611,2021-04-07 09:59:00,0.545,0.709,8,-5.662,0,0.0428,0.0214,0.0,0.141,0.559,125.004,5ZxQnpILGtZ0KwiKakA9lD,4
7102,TIX,Kaller På Deg,201134,2021-04-08 14:13:00,0.576,0.913,6,-3.718,1,0.083,0.061,0.0,0.161,0.62,128.024,0lnksmEu1sa7t16YwhIP10,4
7103,Hogland,Just a Little,40561,2021-04-08 14:17:00,0.636,0.788,5,-9.177,0,0.0432,0.0897,0.0,0.286,0.701,125.0,5iJBSqkhsFSDyvcUxViHVW,4
7104,Hot Shade,Dive,164490,2021-04-08 14:17:00,0.761,0.386,4,-6.158,1,0.0399,0.355,0.0,0.0953,0.526,134.943,51ChrwmUPDJvedPQnIU8Ls,3
7105,Blonde,"Me, Myself & I (feat. Bryn Christopher)",151343,2021-04-08 14:18:00,0.713,0.855,10,-3.768,0,0.0417,0.0137,0.000543,0.111,0.62,119.902,2SutWozKjO4T9iwWknJAqU,4
7115,Madism,Pumped Up Kicks,145161,2021-04-09 19:23:00,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,7w87IxuO7BDcJ3YUqCyMTT,4
7117,John De Sohn,Dance Forever,164160,2021-04-09 19:28:00,0.702,0.689,2,-3.44,1,0.0368,0.00197,0.0,0.361,0.583,125.025,3dryLzQenLC9rTDpdsq7j0,4
7118,NOTD,I Wanna Know (feat. Bea Miller),197938,2021-04-09 19:32:00,0.661,0.725,6,-4.859,1,0.0563,0.0253,0.0,0.123,0.605,119.927,18W92Zm1KjLCbUIszOhpkD,4
