,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Just a Little,0.636,0.788,5,-9.177,0,0.0432,0.0897,0,0.286,0.701,125.0,audio_features,5iJBSqkhsFSDyvcUxViHVW,spotify:track:5iJBSqkhsFSDyvcUxViHVW,https://api.spotify.com/v1/tracks/5iJBSqkhsFSDyvcUxViHVW,https://api.spotify.com/v1/audio-analysis/5iJBSqkhsFSDyvcUxViHVW,162608,4
Confident,0.618,0.751,10,-6.167,0,0.0671,0.0014,3.82e-05,0.0939,0.33,130.036,audio_features,18xfL5bAbwy1IhIOaaHf57,spotify:track:18xfL5bAbwy1IhIOaaHf57,https://api.spotify.com/v1/tracks/18xfL5bAbwy1IhIOaaHf57,https://api.spotify.com/v1/audio-analysis/18xfL5bAbwy1IhIOaaHf57,205746,4
Head in Her Heart,0.491,0.85,10,-3.424,1,0.0641,0.0433,0,0.122,0.598,172.194,audio_features,2qCwjPxyVil3B9q89judKW,spotify:track:2qCwjPxyVil3B9q89judKW,https://api.spotify.com/v1/tracks/2qCwjPxyVil3B9q89judKW,https://api.spotify.com/v1/audio-analysis/2qCwjPxyVil3B9q89judKW,208018,4
"Geronimo - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack",0.704,0.763,7,-6.343,1,0.0818,0.378,0.002,0.138,0.468,142.037,audio_features,2bCBowfjQbsT6jXEqpGqDx,spotify:track:2bCBowfjQbsT6jXEqpGqDx,https://api.spotify.com/v1/tracks/2bCBowfjQbsT6jXEqpGqDx,https://api.spotify.com/v1/audio-analysis/2bCBowfjQbsT6jXEqpGqDx,217653,4
The Bender (with Brando),0.707,0.882,6,-7.46,1,0.0384,0.0606,0.0132,0.105,0.208,125.005,audio_features,3INNLgKkHn8HOodDulCd7x,spotify:track:3INNLgKkHn8HOodDulCd7x,https://api.spotify.com/v1/tracks/3INNLgKkHn8HOodDulCd7x,https://api.spotify.com/v1/audio-analysis/3INNLgKkHn8HOodDulCd7x,184320,4
Too Much (feat. Usher),0.712,0.891,6,-2.76,0,0.0401,0.00415,0,0.258,0.735,126.012,audio_features,39umHdGKfpnjY4TFtnoQ51,spotify:track:39umHdGKfpnjY4TFtnoQ51,https://api.spotify.com/v1/tracks/39umHdGKfpnjY4TFtnoQ51,https://api.spotify.com/v1/audio-analysis/39umHdGKfpnjY4TFtnoQ51,165704,4
When You Leave - Breathe Carolina Remix,0.679,0.909,1,-2.929,1,0.105,0.0334,0,0.269,0.819,119.885,audio_features,5y8Yvxc2Y1gIBSQCwlSh0p,spotify:track:5y8Yvxc2Y1gIBSQCwlSh0p,https://api.spotify.com/v1/tracks/5y8Yvxc2Y1gIBSQCwlSh0p,https://api.spotify.com/v1/audio-analysis/5y8Yvxc2Y1gIBSQCwlSh0p,155080,4
Lay It On Me (feat. Keiynan Lonsdale),0.488,0.895,8,-3.425,1,0.284,0.01,1.65e-05,0.754,0.581,185.769,audio_features,2ToM5oaSSOQjgaMogZncaE,spotify:track:2ToM5oaSSOQjgaMogZncaE,https://api.spotify.com/v1/tracks/2ToM5oaSSOQjgaMogZncaE,https://api.spotify.com/v1/audio-analysis/2ToM5oaSSOQjgaMogZncaE,242773,4
DAWN (feat. Totally Enormous Extinct Dinosaurs) - Hayden James Remix,0.672,0.822,9,-7.682,0,0.0587,0.000513,0.871,0.283,0.34,123.98,audio_features,56TRkdp1HtLVtNuX8P3QbB,spotify:track:56TRkdp1HtLVtNuX8P3QbB,https://api.spotify.com/v1/tracks/56TRkdp1HtLVtNuX8P3QbB,https://api.spotify.com/v1/audio-analysis/56TRkdp1HtLVtNuX8P3QbB,307889,4
Liar,0.645,0.767,1,-5.202,1,0.0299,0.0405,0,0.092,0.613,114.011,audio_features,0llPOBVoJYDAtdmVlNE41A,spotify:track:0llPOBVoJYDAtdmVlNE41A,https://api.spotify.com/v1/tracks/0llPOBVoJYDAtdmVlNE41A,https://api.spotify.com/v1/audio-analysis/0llPOBVoJYDAtdmVlNE41A,204933,4
Sugar (feat. Domino),0.678,0.75,1,-6.78,1,0.0376,0.146,3.39e-06,0.0943,0.272,120.942,audio_features,66TGmxMP0pizfw08yIulCX,spotify:track:66TGmxMP0pizfw08yIulCX,https://api.spotify.com/v1/tracks/66TGmxMP0pizfw08yIulCX,https://api.spotify.com/v1/audio-analysis/66TGmxMP0pizfw08yIulCX,152062,4
THE END,0.631,0.741,10,-5.036,1,0.0332,0.0444,1.21e-06,0.355,0.688,128.017,audio_features,1u8esuXKqxbKsleihNp7wo,spotify:track:1u8esuXKqxbKsleihNp7wo,https://api.spotify.com/v1/tracks/1u8esuXKqxbKsleihNp7wo,https://api.spotify.com/v1/audio-analysis/1u8esuXKqxbKsleihNp7wo,204625,4
Hooked,0.623,0.624,1,-5.469,1,0.0595,0.0941,0,0.119,0.347,180.016,audio_features,2N2s2s2w0jmSIPNZcm8Jnr,spotify:track:2N2s2s2w0jmSIPNZcm8Jnr,https://api.spotify.com/v1/tracks/2N2s2s2w0jmSIPNZcm8Jnr,https://api.spotify.com/v1/audio-analysis/2N2s2s2w0jmSIPNZcm8Jnr,204907,4
Call You (feat. Nasri of MAGIC!),0.494,0.767,10,-4.101,1,0.051,0.12,0,0.374,0.112,125.506,audio_features,1gdMKFGWrI34ZTO8k7Hfg6,spotify:track:1gdMKFGWrI34ZTO8k7Hfg6,https://api.spotify.com/v1/tracks/1gdMKFGWrI34ZTO8k7Hfg6,https://api.spotify.com/v1/audio-analysis/1gdMKFGWrI34ZTO8k7Hfg6,219451,3
Out of Love,0.481,0.267,7,-9.249,1,0.0339,0.8,0,0.249,0.137,117.64,audio_features,4WzhjxvLP95y7AMDy0Atwb,spotify:track:4WzhjxvLP95y7AMDy0Atwb,https://api.spotify.com/v1/tracks/4WzhjxvLP95y7AMDy0Atwb,https://api.spotify.com/v1/audio-analysis/4WzhjxvLP95y7AMDy0Atwb,227693,3
"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,audio_features,5Gu0PDLN4YJeW75PpBSg9p,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,174800,4
With You,0.421,0.978,6,-4.004,0,0.302,0.0037,0,0.111,0.359,196.921,audio_features,5uuXtfqM7Wp3idCxyHeOll,spotify:track:5uuXtfqM7Wp3idCxyHeOll,https://api.spotify.com/v1/tracks/5uuXtfqM7Wp3idCxyHeOll,https://api.spotify.com/v1/audio-analysis/5uuXtfqM7Wp3idCxyHeOll,203267,4
Would You - Acoustic,0.553,0.438,7,-7.906,1,0.0407,0.336,3.04e-05,0.129,0.523,102.951,audio_features,4ArOchMBMKfCPpjGYb0TdB,spotify:track:4ArOchMBMKfCPpjGYb0TdB,https://api.spotify.com/v1/tracks/4ArOchMBMKfCPpjGYb0TdB,https://api.spotify.com/v1/audio-analysis/4ArOchMBMKfCPpjGYb0TdB,199853,4
What Was in That Glass,0.709,0.813,6,-6.918,0,0.153,0.0545,0.01,0.386,0.438,133.017,audio_features,1r9ecngPLiwB5J06DWH4Ts,spotify:track:1r9ecngPLiwB5J06DWH4Ts,https://api.spotify.com/v1/tracks/1r9ecngPLiwB5J06DWH4Ts,https://api.spotify.com/v1/audio-analysis/1r9ecngPLiwB5J06DWH4Ts,194676,4
